transcription,count,intent,,
When a girlfriend left me.,1,EMOTION_SADNESS,,
"When a ""friend"" dropped a frog down my neck, and I didn't know what it was.",1,EMOTION_DISGUST,,
Fighting with my father while drunk.,1,EMOTION_SHAME,,
During 7th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized.,1,EMOTION_GUILT,,
I am a school teacher. At a teacher-parent meeting I received a good deal of positive feed-back on my work both from the parents and through them from the pupils.,1,EMOTION_JOY,,
"As a child, when I was at home alone, I felt in an indefinate manner afraid of the death of my father and mother.",1,EMOTION_FEAR,,
"I had a discussion with my mother concerning my sister's divorce, we disagreed strongly.",1,EMOTION_ANGER,,
As a ten-year-old I was at the funeral of my grand-father.  It was more the ceremonies held in the church and not really the death of my grand-father which made me sad.,1,EMOTION_SADNESS,,
"I had a discussion with my wife about an over-weight acquaintance of our's, about her eating habits and the scars caused by her pregnancy.",1,EMOTION_DISGUST,,
When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman.,1,EMOTION_SHAME,,
"The same as in ""shame"".",1,EMOTION_GUILT,,
[ A successful lesson.],1,EMOTION_JOY,,
[ I was thinking about death.],1,EMOTION_FEAR,,
A conflict with a pupil.,1,EMOTION_ANGER,,
When I am at home alone.,1,EMOTION_SADNESS,,
A saturday night a bus full of drunken people.,1,EMOTION_DISGUST,,
A conflict with a pupil and there were probatory teachers present.,1,EMOTION_SHAME,,
Selling the appartment after my divorce.,1,EMOTION_GUILT,,
When in an economic crisis I got an unexpected sum of money.,1,EMOTION_JOY,,
In the dark an unreal figure formed by a shadow.,1,EMOTION_FEAR,,
"[ When I was treated unfairly, regardless of my motives or deeds.]",1,EMOTION_ANGER,,
When I noticed obvious marks of old age (in a negative sense) on a close relative of mine.,1,EMOTION_SADNESS,,
"As a child, when I saw an ""unesthetic"" sight.",1,EMOTION_DISGUST,,
"On a social occasion, I noticed that I reacted on the basis of my autonomous nerve system (I could not help it).",1,EMOTION_SHAME,,
When I caused needless anxiety to a person close to me because of my lack of self-insight.,1,EMOTION_GUILT,,
I was coming home from an exam and I supposed that I had passed it so I ran to a restaurant for a beer.,1,EMOTION_JOY,,
I had been drinking with a pal and I later (1 o' clock) had a date  with my fiancee.  We were going to a Spanish lesson and I was afraid that she would smell that I had been drinking.,1,EMOTION_FEAR,,
My fiancee and I were at my parent's place watching TV. There were  only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on.,1,EMOTION_ANGER,,
I had drunk a couple of beers and my fiancee got angry at me.,1,EMOTION_SADNESS,,
We were at a hamburger bar and a man at a table nearby started coughing and spitting into his plate.,1,EMOTION_DISGUST,,
We got into a fight with some chaps in front of our family house. The value of the property destroyed was approximately 15 000 FIM. I felt ashamed when my parents came to know about this.,1,EMOTION_SHAME,,
We had had a party the night before and we still had some liquors left the morning after. I went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat.,1,EMOTION_GUILT,,
While dancing in a restaurant last week.,1,EMOTION_JOY,,
I was on the Inter Rail in Naples alone. After an evening in a restaurant I was going back to the hotel when a prostitute approached me to sell herself. I refused but as I carried on walking I felt that I was being followed by someone.,1,EMOTION_FEAR,,
When a girl left me.,1,EMOTION_ANGER,,
"I was on my way back from the Inter Rail, on board the ferry from Stockholm when my father called me at 7 o'clock to tell me that my uncle had died and that I would be seeing him off on his final journey within four days.",1,EMOTION_SADNESS,,
"On Reperbahn, in a restaurant, a ""charming"" old saleswoman came to beg a drink for herself.",1,EMOTION_DISGUST,,
"At the funeral of my uncle, I was one of the bearers.  I was not familiar with the etiquette and acted tactlessly because of my ignorance.",1,EMOTION_SHAME,,
"On Reberbahn, I was in a ""restaurant"" where drinks were overpriced.  I did not ask for the prices beforehand, and when the bill came I could not pay the bill.",1,EMOTION_GUILT,,
My girlfriend gave me some feed-back and I understood that it meant that our relationship was about to turn even closer.,1,EMOTION_JOY,,
"At the dentist's, waiting for my turn to come.",1,EMOTION_FEAR,,
"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent.",1,EMOTION_ANGER,,
When I came to know that my grandmother had died.  She was very close to me.,1,EMOTION_SADNESS,,
"In the army, an acquaintance of mine tended to use his position to advance his own interests.",1,EMOTION_DISGUST,,
"When I lied to my girlfriend, telling her that I had passed an exam, when I actually did not even take it.",1,EMOTION_SHAME,,
When I spoke ill of a fellow worker in the absence of this person.,1,EMOTION_GUILT,,
When I look at people around and know that people who are stupid look stupid.,1,EMOTION_JOY,,
"When I saw Russian roulette on TV. (obviously the movie ""Deer hunter"")",1,EMOTION_FEAR,,
When stupid people push me during rush time in the city.,1,EMOTION_ANGER,,
[ Laziness makes one sad.],1,EMOTION_SADNESS,,
When I saw hundreds of snakes twisting over one another in a movie.,1,EMOTION_DISGUST,,
I saw a skid-row (chronical) alcoholic and I was ashamed of the people with a high standard of living.,1,EMOTION_SHAME,,
When I shot a bird in the head with a shotgun.,1,EMOTION_GUILT,,
[ Being close to another person.],1,EMOTION_JOY,,
[ Uncertainty about my own abilities in an exam.],1,EMOTION_FEAR,,
[ An unfair punishment.],1,EMOTION_ANGER,,
"Loneliness, being uncertain of myself in the Autumn.",1,EMOTION_SADNESS,,
A rich man expressing disgust towards an alcoholic.,1,EMOTION_DISGUST,,
"A man asked me: ""May I sleep in your stairway?""  and I answered ""No"".",1,EMOTION_SHAME,,
[ The same as in shame.],1,EMOTION_GUILT,,
I went to a doctor with a complaint. The doctor told me that I was completely healthy.,1,EMOTION_JOY,,
"My father was away from home and he did not come back when he was expected, he came back several hours later than expected.",1,EMOTION_FEAR,,
"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up.",1,EMOTION_ANGER,,
I realized that the girl I loved had to leave me.,1,EMOTION_SADNESS,,
In the bus I was sitting next to a colleage who was drunk and behaved in keeping with his state.,1,EMOTION_DISGUST,,
I had promised to help out with domestic chores and I forgot about it.,1,EMOTION_SHAME,,
I had promised to call a girl but I did not do it.,1,EMOTION_GUILT,,
When I unexpectedly received birthday greetings from a person I like.,1,EMOTION_JOY,,
I returned home late from a party last night and I felt afraid trying to anticipate the reaction of my father.,1,EMOTION_FEAR,,
When I learned that my brother had spoilt an LP of mine.,1,EMOTION_ANGER,,
When I came to know that a girl I was fond of already had a boyfriend.,1,EMOTION_SADNESS,,
A too eager approach by a dirty drunken person in a bus.,1,EMOTION_DISGUST,,
I made a major mistake while learning how to use a computer programme and the teacher criticized me.,1,EMOTION_SHAME,,
